date,class4,class2,0,1,2,3,4,5,6,7
2000-01-01,nonevent,notevent,1.005681691036419,-0.13888300809064694,-0.007325226051891555,-0.23004520160501737,0.08147419287733464,-0.16111567520265527,-0.16041491376650371,0.11703718270746198
2000-01-20,nonevent,notevent,1.0009245422898632,0.19487258248629402,0.038973352799643854,0.3416272375983856,-0.4080461443620469,-0.13023593670861042,-0.22602668818975888,-0.2304181454840428
2000-01-23,nonevent,notevent,0.8081073733973503,-0.15850397225533247,-0.44023359604241435,-0.12638921974318282,0.025421562323694812,-0.036253875341561735,-0.2760245012812354,0.09211278716487532
2000-02-17,nonevent,notevent,0.996578672736177,0.17219577610287629,0.377527504471927,-0.056653333447378044,-0.24525355049435485,0.16027728233815297,-0.07388743702924397,-0.16127363748988785
2000-03-25,Ib,event,-0.16030257458018132,-0.38949107952856865,-0.27631398495646836,-0.07079718114556563,-0.20197687401076206,-0.11773162318165543,-0.19880145599747986,0.0014352893738614815
2000-03-28,II,event,-0.42355041626080286,-0.6823722015861197,0.18480801791990786,-0.0036390541070100745,0.18553333778216324,-0.3374686667467082,-0.44244391845424097,0.059225145655134266
2000-04-08,II,event,-0.33616189219572123,-0.4830036143777617,-0.2616122406461213,-0.19151074924229788,-0.024029816741150997,-0.116046987306571,-0.054892145694157034,-0.15965049162685316
2000-04-09,Ib,event,-0.4727794417026697,-0.48386424402074296,-0.08009073958939318,0.15360160433215675,0.15326742789824024,0.009763956704158368,-0.08692458487674942,-0.0028095020004479526
2000-04-25,nonevent,notevent,-0.41079422406772176,0.27287364546398124,0.6755253541299399,0.33737986898743083,0.435408970872556,-0.16307188163403166,-0.14295245524888375,0.09491786753633133
2000-05-12,Ia,event,-0.4807146271838422,-0.29342982167189285,-0.24749402790733488,-0.13775075237930703,-0.01713917756901338,0.0652890945964996,0.026551623106805908,-0.1531963813609081
2000-05-13,II,event,-0.3624368476939321,0.019804490866601365,-0.0670624706029462,0.1918896097295215,-0.1618309299977269,-0.03904229756063938,-0.2182493190505925,0.19326456071586914
2000-06-10,Ib,event,-1.1145792181067125,-0.05226808354640105,0.16090707864999315,0.08948543363719495,0.1929470861166458,0.08079978951102493,-0.05672668018763979,0.14934043448661907
2000-06-15,Ib,event,-0.44082969505249703,-0.16574447805566986,-0.35664146122281976,-0.1616289173802093,-0.13826275233036317,0.07589850085180982,0.005996622797247573,-0.3139389309702296
2000-06-18,II,event,-0.7373229773369737,-0.22114973163598678,-0.11935854161786677,-0.15971358238983133,-0.11862234552249484,0.005949696917453137,-0.06807807369130786,0.0031171550037153977
2000-06-21,II,event,-1.0197354250394255,-0.10114693534639889,0.07476613418469819,-0.12208749109934426,0.02258545835351077,-0.005107488183299124,-0.03756375879383829,-0.09407165534364462
2000-06-25,nonevent,notevent,-0.5031042553847592,0.2670696424279368,0.021555477951221338,-0.14118125611432822,0.09946850554870512,-0.008431357944400876,-0.16710803341945563,0.09135421210853698
2000-06-28,II,event,-0.6851883973559866,0.2668192192928074,0.22017019307202532,-0.10581360793504069,0.041962907037596774,0.0357958711230369,-0.03543072340018831,0.05151278732795536
2000-07-02,nonevent,notevent,-0.26040230284459914,0.6514343300302509,0.13970011029497498,-0.08909510663409177,0.14326809329423093,-0.0012660365534257374,-0.13854376051615686,0.20040981444261322
2000-07-05,II,event,-0.8493802713359324,0.5022954169346581,0.02501269920376569,0.026713765838911437,-0.37701567334585484,-0.14351270804618682,-0.13397508112240603,0.2501416722197507
2000-07-08,II,event,-0.34153431780093746,0.5549197231558559,-0.021376793160413864,0.07490153922682821,-0.2868611745826019,-0.04273931605345749,-0.11300202306275133,0.07694901764655324
2000-07-11,nonevent,notevent,-0.7666621008855513,0.14902281367795814,0.22204379122557563,-0.20915058844527218,-0.0763874131752862,0.05836136166108906,-0.1654363785530639,-0.07394685280129182
2000-07-12,nonevent,notevent,-0.7561368742341893,0.4101875980576067,0.2867183843306913,0.004796384872542954,0.14153281164560721,0.015325239683169477,-0.14719914801038042,-0.06256601577020952
2000-07-25,nonevent,notevent,0.4491737315178824,0.9487684937264826,-0.12133736733740746,0.016666019264860683,-0.16436148618560562,-0.14839965629304253,-0.17912608970859392,0.04040923257646234
2000-08-15,nonevent,notevent,0.5590657091306576,0.898966797504025,0.007012670894504619,0.42506261844389226,0.01346842566165933,0.1377041501316531,-0.05477104701182219,0.07917757859833023
2000-09-26,Ib,event,-0.33515455960377505,-0.04682885482489788,0.19134031808622337,-0.21286253530583107,-0.12222464708322925,0.10590039512263857,-0.17118890450637103,0.23729760143163822
2000-09-29,nonevent,notevent,0.4338085291436358,0.4608764186431998,0.4109499547290141,-0.06597110409600415,-0.0032875385360070044,-0.15895217781103332,-0.2920216366430626,-0.11081635504786815
2000-10-02,nonevent,notevent,0.2168240619097236,0.18189072942131693,-0.0065951455012068375,-0.22278475981114404,0.18052554491858083,-0.020066656038986927,-0.19259645039946094,-0.10096508021366417
2001-05-16,Ib,event,-0.9849279846343713,-0.2137590866194729,0.09555581706524688,-0.06426266635711345,-0.10503743941285859,-0.09335468661142103,-0.12078204769275623,-0.09058617463766876
2001-05-23,Ib,event,-0.5058673881539041,0.08522944755652385,0.142647666583125,0.23301714767977622,-0.25619493049705927,-0.10310032230333827,-0.07801682373644725,-0.11124091628175184
2001-05-30,Ib,event,-0.17571318788192092,-0.09550265341488225,-0.2624758317248625,-0.18206428812455516,-0.11165710439677022,0.01968502046927668,-0.15080700966774674,-0.02454016915102195
2001-06-03,II,event,-0.3622424087045939,0.5621869072599257,0.4529854025950264,0.35555273931892956,0.053934440850525824,-0.6386331385268358,-0.47045899744292585,-0.03251953767709376
2001-06-04,Ib,event,-0.43389156306641025,0.4670332183588811,-0.12273974134513017,0.22107388241592257,-0.4069515194664636,-0.2752430284401643,-0.061617266744233866,0.023599680944382494
2001-06-07,nonevent,notevent,-0.46434444692783,-0.015228017774561942,-0.13997191662762415,-0.16320071295893937,0.00560317502277577,0.0164065817847885,-0.18094273300425112,-0.14114382193086242
2001-06-10,nonevent,notevent,0.28065525834020494,0.6180882604981657,-0.16902356837887672,0.27811949068257735,-0.3908288631468262,-0.28446555174944305,-0.12415954225445155,-0.1383364143348409
2001-06-14,nonevent,notevent,0.7019611026022361,0.773320369861476,-0.28582600971365996,0.4117158372826005,0.05354369637677627,0.12206551232524909,-0.06451546607286443,0.001764625735823006
2001-06-21,nonevent,notevent,0.48653815861258515,0.44214204838006366,-0.22593311440184274,-0.34071558926815737,0.07249672346579178,0.13927753398440088,-0.12479488681716874,0.040498843089834584
2001-06-22,nonevent,notevent,0.29457445114739284,0.490670475590283,-0.2173562128275223,-0.41958891443498325,0.027973977223616338,0.10484776464990998,-0.0728111304925148,0.08175565564809345
