date,class4,class2,0,1,2,3,4,5,6,7,8,9,10,11,12,13
2000-01-01,nonevent,notevent,1.005681691036419,-0.13888300809064694,-0.007325226051891555,-0.23004520160501737,0.08147419287733464,-0.16111567520265527,-0.16041491376650371,0.11703718270746198,0.04065512948828733,-0.05845167988042999,0.0787064428172423,0.044481037407884776,0.02689623117870163,0.08311423554824265
2000-01-20,nonevent,notevent,1.0009245422898632,0.19487258248629402,0.038973352799643854,0.3416272375983856,-0.4080461443620469,-0.13023593670861042,-0.22602668818975888,-0.2304181454840428,0.08443637441534321,0.14126606288479002,0.2560064373029335,-0.06059930231059527,0.03940284919010392,0.07678143860259871
2000-01-23,nonevent,notevent,0.8081073733973503,-0.15850397225533247,-0.44023359604241435,-0.12638921974318282,0.025421562323694812,-0.036253875341561735,-0.2760245012812354,0.09211278716487532,-0.0202834645034776,0.03093973916807055,-0.0039415023841254835,-0.1408479550429036,0.0236452578183607,0.015308795008844911
2000-02-17,nonevent,notevent,0.996578672736177,0.17219577610287629,0.377527504471927,-0.056653333447378044,-0.24525355049435485,0.16027728233815297,-0.07388743702924397,-0.16127363748988785,-0.15019279669295166,0.030657118519450965,0.2180155741172639,-0.022273192618646666,0.0008148056693171849,0.13349933027784786
2000-03-25,Ib,event,-0.16030257458018132,-0.38949107952856865,-0.27631398495646836,-0.07079718114556563,-0.20197687401076206,-0.11773162318165543,-0.19880145599747986,0.0014352893738614815,-0.11955697105898438,-0.06299046193825784,0.10996118250441832,0.05107638065307394,-0.11870032438820045,-0.0048049171604523785
2000-03-28,II,event,-0.42355041626080286,-0.6823722015861197,0.18480801791990786,-0.0036390541070100745,0.18553333778216324,-0.3374686667467082,-0.44244391845424097,0.059225145655134266,0.13125190174766435,0.1869494464133052,0.020635510930728337,0.4113890833918236,-0.04224315817422974,0.1717051657113504
2000-04-08,II,event,-0.33616189219572123,-0.4830036143777617,-0.2616122406461213,-0.19151074924229788,-0.024029816741150997,-0.116046987306571,-0.054892145694157034,-0.15965049162685316,0.18231173680409582,0.21786115979972584,0.06463389776863292,0.03702091996979047,-0.07274200977560488,0.16905892102200093
2000-04-09,Ib,event,-0.4727794417026697,-0.48386424402074296,-0.08009073958939318,0.15360160433215675,0.15326742789824024,0.009763956704158368,-0.08692458487674942,-0.0028095020004479526,0.10732470888925585,0.23011928442840116,0.0310724073900834,0.09931088725006447,-0.003615552796840688,0.01600487851074407
2000-04-25,nonevent,notevent,-0.41079422406772176,0.27287364546398124,0.6755253541299399,0.33737986898743083,0.435408970872556,-0.16307188163403166,-0.14295245524888375,0.09491786753633133,-0.17974922552025838,-0.27756246626349806,-0.3346722995039195,-0.3523123318940311,0.0059450042454289535,0.08791001366071292
2000-05-12,Ia,event,-0.4807146271838422,-0.29342982167189285,-0.24749402790733488,-0.13775075237930703,-0.01713917756901338,0.0652890945964996,0.026551623106805908,-0.1531963813609081,-0.0017947230526217564,-0.026681739852092674,0.24861723770548108,0.12507691872106447,0.032751219098860064,0.22829950200866198
2000-05-13,II,event,-0.3624368476939321,0.019804490866601365,-0.0670624706029462,0.1918896097295215,-0.1618309299977269,-0.03904229756063938,-0.2182493190505925,0.19326456071586914,-0.11760939481623041,-0.330103969003107,-0.05086461555520141,0.09242672706045424,-0.03930381269035939,-0.1416507463832634
2000-06-10,Ib,event,-1.1145792181067125,-0.05226808354640105,0.16090707864999315,0.08948543363719495,0.1929470861166458,0.08079978951102493,-0.05672668018763979,0.14934043448661907,-0.08460058784739673,-0.0707802249914392,0.3166470919792739,-0.148379292789213,0.07353555099581087,-0.040245107270449325
2000-06-15,Ib,event,-0.44082969505249703,-0.16574447805566986,-0.35664146122281976,-0.1616289173802093,-0.13826275233036317,0.07589850085180982,0.005996622797247573,-0.3139389309702296,-0.07307288895085104,0.2097003046973876,-0.04597891834988222,0.048154666885227015,0.014990229568311288,0.15136702381571218
2000-06-18,II,event,-0.7373229773369737,-0.22114973163598678,-0.11935854161786677,-0.15971358238983133,-0.11862234552249484,0.005949696917453137,-0.06807807369130786,0.0031171550037153977,0.05649845282303668,-0.038491881322508824,0.07618717443651775,0.09592112875392321,0.034829187778389135,0.05336403425052099
2000-06-21,II,event,-1.0197354250394255,-0.10114693534639889,0.07476613418469819,-0.12208749109934426,0.02258545835351077,-0.005107488183299124,-0.03756375879383829,-0.09407165534364462,-0.04419960565623184,-0.024989157143371334,0.15127022516438382,-0.06039111953897911,0.037443578236881866,-0.07604481722588084
2000-06-25,nonevent,notevent,-0.5031042553847592,0.2670696424279368,0.021555477951221338,-0.14118125611432822,0.09946850554870512,-0.008431357944400876,-0.16710803341945563,0.09135421210853698,-0.111556716833067,-0.026450640013291154,0.007739019333261911,-0.17332885504273185,-0.047169498173838566,-0.15474422020901718
2000-06-28,II,event,-0.6851883973559866,0.2668192192928074,0.22017019307202532,-0.10581360793504069,0.041962907037596774,0.0357958711230369,-0.03543072340018831,0.05151278732795536,-0.21098472388588396,-0.10993506118515278,0.058671626266006305,-0.039197302036105885,-0.05509253390770986,0.03254697317921377
2000-07-02,nonevent,notevent,-0.26040230284459914,0.6514343300302509,0.13970011029497498,-0.08909510663409177,0.14326809329423093,-0.0012660365534257374,-0.13854376051615686,0.20040981444261322,-0.07423199098579288,0.12027199181956807,0.1722574809233521,-0.015818088586272937,0.04050495341017306,-0.07142775622340625
