date,class4,class2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
2000-01-01,nonevent,notevent,1.005681691036419,-0.13888300809064694,-0.007325226051891555,-0.23004520160501737,0.08147419287733464,-0.16111567520265527,-0.16041491376650371,0.11703718270746198,0.04065512948828733,-0.05845167988042999,0.0787064428172423,0.044481037407884776,0.02689623117870163,0.08311423554824265,-0.011413579064189256,-0.07994287890758349,-0.018849484215990565,0.12446524757760644,0.11274819045427927,-0.0679439889695368,-0.010400640549174825,0.10415062021847538,0.04076465731676985,-0.027662775981356344,-0.11927497093039631,-0.02966818059189652,0.017252444112605042,-0.031761019444297774
2000-01-20,nonevent,notevent,1.0009245422898632,0.19487258248629402,0.038973352799643854,0.3416272375983856,-0.4080461443620469,-0.13023593670861042,-0.22602668818975888,-0.2304181454840428,0.08443637441534321,0.14126606288479002,0.2560064373029335,-0.06059930231059527,0.03940284919010392,0.07678143860259871,0.05625341235072805,-0.027910240467452826,0.0414029968757914,0.0290909091778577,0.02724478737570269,-0.01136203977740584,0.07805378857628914,0.06137916216504163,0.026750035322909902,0.030014024453391023,-0.07168104333531,0.008880303747974978,-0.03213499982797488,0.0013762073777009924
2000-01-23,nonevent,notevent,0.8081073733973503,-0.15850397225533247,-0.44023359604241435,-0.12638921974318282,0.025421562323694812,-0.036253875341561735,-0.2760245012812354,0.09211278716487532,-0.0202834645034776,0.03093973916807055,-0.0039415023841254835,-0.1408479550429036,0.0236452578183607,0.015308795008844911,0.008133482834303842,0.02486294809648136,0.09477169191275403,-0.0599427765713352,0.059058952734614464,0.01877994253613203,0.06950055017133205,0.11101965504615662,-0.0090994466135377,0.10146550970847282,-0.055375218925665486,0.023712927740954008,0.004583398788205594,0.001505220309923581
2000-02-17,nonevent,notevent,0.996578672736177,0.17219577610287629,0.377527504471927,-0.056653333447378044,-0.24525355049435485,0.16027728233815297,-0.07388743702924397,-0.16127363748988785,-0.15019279669295166,0.030657118519450965,0.2180155741172639,-0.022273192618646666,0.0008148056693171849,0.13349933027784786,-0.06931714126759887,-0.005270575830410722,0.06638517342026924,-0.00450190966304027,0.00518608131997409,0.04519400610655051,-0.005103227423312353,-0.024526496937980487,0.030992140078368226,-0.042794956770549945,-0.05081993868987923,-0.02536383034129918,-0.024845854067635075,-0.015586697853539718
2000-03-25,Ib,event,-0.16030257458018132,-0.38949107952856865,-0.27631398495646836,-0.07079718114556563,-0.20197687401076206,-0.11773162318165543,-0.19880145599747986,0.0014352893738614815,-0.11955697105898438,-0.06299046193825784,0.10996118250441832,0.05107638065307394,-0.11870032438820045,-0.0048049171604523785,-0.03799319927866155,0.07148693608590902,0.06925282713289665,0.049669658886941775,-0.057763903168920855,-0.010546147481293481,0.05762617073798843,-0.028002641340820762,-0.010457842286467418,0.0031087600559989333,0.026705698443975443,-0.005189533012997365,0.07304968444514433,-0.00020230915715291489
2000-03-28,II,event,-0.42355041626080286,-0.6823722015861197,0.18480801791990786,-0.0036390541070100745,0.18553333778216324,-0.3374686667467082,-0.44244391845424097,0.059225145655134266,0.13125190174766435,0.1869494464133052,0.020635510930728337,0.4113890833918236,-0.04224315817422974,0.1717051657113504,0.3028796811277737,-0.04849463714726508,0.08703105496580822,-0.16500870628257622,-0.09424938753360038,-0.006364415653124591,-0.10462153552672897,-0.1471024291770869,-0.013919157870783645,0.042373874953612466,0.08310986884240508,-0.0073117683966225705,0.0022857297976809055,0.021118362937034993
2000-04-08,II,event,-0.33616189219572123,-0.4830036143777617,-0.2616122406461213,-0.19151074924229788,-0.024029816741150997,-0.116046987306571,-0.054892145694157034,-0.15965049162685316,0.18231173680409582,0.21786115979972584,0.06463389776863292,0.03702091996979047,-0.07274200977560488,0.16905892102200093,-0.11179824599963832,0.06252267231602364,0.08990688195970493,0.13845925488159921,0.000867001397503224,-0.013592152199177712,0.012254159513223862,-0.012651907425609616,-0.02655029245018496,0.03349679656081751,-0.004155275791463784,-0.003022477694975855,0.08672520494489154,-0.03321692107507223
2000-04-09,Ib,event,-0.4727794417026697,-0.48386424402074296,-0.08009073958939318,0.15360160433215675,0.15326742789824024,0.009763956704158368,-0.08692458487674942,-0.0028095020004479526,0.10732470888925585,0.23011928442840116,0.0310724073900834,0.09931088725006447,-0.003615552796840688,0.01600487851074407,-0.10049518369121563,0.10028864308507084,0.03821151248696715,-0.08991708002018438,0.023754412492983566,-0.021195544802684346,0.03097889094851405,0.024449782920858934,0.009813906084763575,-0.01533864839362227,-0.004129982233547394,0.04177003333723828,0.04565985404674316,-0.039900291471025195
2000-04-25,nonevent,notevent,-0.41079422406772176,0.27287364546398124,0.6755253541299399,0.33737986898743083,0.435408970872556,-0.16307188163403166,-0.14295245524888375,0.09491786753633133,-0.17974922552025838,-0.27756246626349806,-0.3346722995039195,-0.3523123318940311,0.0059450042454289535,0.08791001366071292,-0.1265498425424224,-0.055618615956261074,-0.09899841303176357,-0.22519067896861333,0.07817088578498788,0.023823765019333084,0.03842771957746445,0.09994741372109303,-0.019750763878714692,0.07861386265426919,0.006157212443173738,-0.003859428740688448,-0.015697352530214162,0.03287431963145411
2000-05-12,Ia,event,-0.4807146271838422,-0.29342982167189285,-0.24749402790733488,-0.13775075237930703,-0.01713917756901338,0.0652890945964996,0.026551623106805908,-0.1531963813609081,-0.0017947230526217564,-0.026681739852092674,0.24861723770548108,0.12507691872106447,0.032751219098860064,0.22829950200866198,-0.1340357948662778,-0.10380440482540788,0.21358264756885093,0.09383239861476299,0.19671196483574185,-0.0009847993784655863,-0.02535566645684156,-0.08162619818806881,0.06512711964999575,-0.026415360926334123,-0.0525489601198822,-0.027163061948184034,-0.07641746357098499,0.039069366648865234
